TIME,VDD_SYS_GPU_CURRENT,VDD_SYS_GPU_VOLTAGE,VDD_SYS_GPU_POWER,VDD_SYS_SOC_CURRENT,VDD_SYS_SOC_VOLTAGE,VDD_SYS_SOC_POWER,VDD_4VO_WIFI_CURRENT,VDD_4VO_WIFI_VOLTAGE,VDD_4VO_WIFI_POWER,VDD_IN_CURRENT,VDD_IN_VOLTAGE,VDD_IN_POWER,VDD_SYS_CPU_CURRENT,VDD_SYS_CPU_VOLTAGE,VDD_SYS_CPU_POWER,VDD_SYS_DDR_CURRENT,VDD_SYS_DDR_VOLTAGE,VDD_SYS_DDR_POWER,VDD_MUX_CURRENT,VDD_MUX_VOLTAGE,VDD_MUX_POWER,VDD_5VO_IO_SYS_CURRENT,VDD_5VO_IO_SYS_VOLTAGE,VDD_5VO_IO_SYS_POWER,VDD_3V3_SYS_CURRENT,VDD_3V3_SYS_VOLTAGE,VDD_3V3_SYS_POWER,VDD_3V3_IO_SLP_CURRENT,VDD_3V3_IO_SLP_VOLTAGE,VDD_3V3_IO_SLP_POWER,VDD_1V8_IO_CURRENT,VDD_1V8_IO_VOLTAGE,VDD_1V8_IO_POWER,VDD_3V3_SYSi_M2_CURRENT,VDD_3V3_SYSi_M2_VOLTAGE,VDD_3V3_SYSi_M2_POWER
30m 36s 896,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,84,4824,405,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 37s 6,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,84,4824,405,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 37s 115,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 37s 225,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 37s 335,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 37s 444,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 37s 554,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 37s 664,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 37s 774,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 37s 884,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 37s 993,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 38s 103,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 38s 213,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 38s 322,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 38s 432,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 38s 542,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 38s 651,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 38s 761,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 38s 871,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 38s 981,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 39s 90,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 39s 200,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 39s 310,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 39s 420,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 39s 529,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,84,4824,405,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 39s 639,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,80,4824,385,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 39s 749,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,84,4824,405,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 39s 858,8,19144,153,28,19136,535,0,4824,0,142,19136,2717,28,19136,535,84,4824,405,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
30m 39s 968,8,19144,153,28,19136,535,0,4824,0,140,19136,2679,28,19136,535,84,4824,405,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 40s 78,8,19144,153,28,19136,535,0,4824,0,140,19136,2679,28,19136,535,88,4824,424,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 40s 189,8,19144,153,28,19136,535,0,4824,0,140,19136,2679,24,19136,459,88,4824,424,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 40s 305,8,19144,153,28,19136,535,0,4824,0,136,19136,2602,24,19136,459,88,4824,424,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1816,0,0,3320,0
30m 40s 420,8,19144,153,24,19136,459,0,4824,0,128,19136,2449,20,19136,382,76,4824,366,14,19144,268,24,4992,119,12,3320,39,0,3320,0,0,1808,0,0,3320,0
